Date	fest	data	Sat
07/07/2016	0.3393749		
08/07/2016	0.3422334		
09/07/2016	0.3432291		
10/07/2016	0.3444899		
11/07/2016	0.3467116		
12/07/2016	0.3451403		
13/07/2016	0.3417048		
14/07/2016	0.3335029		
15/07/2016	0.3327458		
16/07/2016	0.3494716		
17/07/2016	0.3481777		
18/07/2016	0.3461672		
19/07/2016	0.3404248		
20/07/2016	0.3408362		
21/07/2016	0.3407105		
22/07/2016	0.3407937		
23/07/2016	0.3413269		
24/07/2016	0.3398834		
25/07/2016	0.3376369		
26/07/2016	0.3372844		
27/07/2016	0.3338673		
28/07/2016	0.3348903		
29/07/2016	0.3406063		
30/07/2016	0.3415451		
31/07/2016	0.3402532		
01/08/2016	0.3397817		
02/08/2016	0.337225		
03/08/2016	0.3332563		
04/08/2016	0.3300335		
05/08/2016	0.3297432		
06/08/2016	0.3199345		
07/08/2016	0.3263198		
08/08/2016	0.3278696		
09/08/2016	0.3211688		
10/08/2016	0.3134209		
11/08/2016	0.3038974		
12/08/2016	0.2971987		
13/08/2016	0.2869816		
14/08/2016	0.2793365		
15/08/2016	0.2756238		
16/08/2016	0.269813		
17/08/2016	0.2627949		
18/08/2016	0.2578783		
19/08/2016	0.2564663		
20/08/2016	0.2546098		
21/08/2016	0.2504151		
22/08/2016	0.2451819		
23/08/2016	0.2394986		
24/08/2016	0.2341687		
25/08/2016	0.2298383		
26/08/2016	0.2259939		
27/08/2016	0.2227892		
28/08/2016	0.2186966		
29/08/2016	0.2150925		
30/08/2016	0.2128265		
31/08/2016	0.2109523		
01/09/2016	0.2115348		
02/09/2016	0.2101337		
03/09/2016	0.2077669		
04/09/2016	0.2053226		
05/09/2016	0.2037138		
06/09/2016	0.2047744		
07/09/2016	0.209279		
08/09/2016	0.218071		
09/09/2016	0.2243544		
10/09/2016	0.2272456		
11/09/2016	0.2321625		
12/09/2016	0.2395495		
13/09/2016	0.2399975		
14/09/2016	0.2381926		
15/09/2016	0.236196		
16/09/2016	0.2352473		
17/09/2016	0.2343382		
18/09/2016	0.2329468		
19/09/2016	0.2384783		
20/09/2016	0.2401381		
21/09/2016	0.2408659		
22/09/2016	0.24256		
23/09/2016	0.2413767		
24/09/2016	0.2397305		
25/09/2016	0.2370482		
26/09/2016	0.2335064		
27/09/2016	0.230646		
28/09/2016	0.2270471		
29/09/2016	0.2234784		
30/09/2016	0.2199688		
01/10/2016	0.2168099		
02/10/2016	0.2162427		
03/10/2016	0.214515		
04/10/2016	0.2117244		
05/10/2016	0.2087674		
06/10/2016	0.2058276		
07/10/2016	0.2158133		
08/10/2016	0.2140334		
09/10/2016	0.2114051		
10/10/2016	0.2124864		
11/10/2016	0.2128327		
12/10/2016	0.2161688		
13/10/2016	0.2142067		
14/10/2016	0.2127035		
15/10/2016	0.2112007		
16/10/2016	0.2106852		
17/10/2016	0.2090444		
18/10/2016	0.2073929		
19/10/2016	0.2109986		
20/10/2016	0.2092912		
21/10/2016	0.2121586		
22/10/2016	0.2170788		
23/10/2016	0.2158626		
24/10/2016	0.2174221		
25/10/2016	0.2164901		
26/10/2016	0.2152183		
27/10/2016	0.2178372		
28/10/2016	0.2210062		
29/10/2016	0.220559		
30/10/2016	0.2194626		
31/10/2016	0.2179828		
01/11/2016	0.2160531		
02/11/2016	0.2146662		
03/11/2016	0.2134566		
04/11/2016	0.2127702		
05/11/2016	0.2122672		
06/11/2016	0.2117753		
07/11/2016	0.211364		
08/11/2016	0.2241488		
09/11/2016	0.2262488		
10/11/2016	0.2257787		
11/11/2016	0.2253061		
12/11/2016	0.2321167		
13/11/2016	0.23093		
14/11/2016	0.2298897		
15/11/2016	0.2311135		
16/11/2016	0.2306746		
17/11/2016	0.2298069		
18/11/2016	0.2292204		
19/11/2016	0.2288516		
20/11/2016	0.2299587		
21/11/2016	0.2296057		
22/11/2016	0.229266		
23/11/2016	0.2288597		
24/11/2016	0.2285445		
25/11/2016	0.2286382		
26/11/2016	0.2345633		
27/11/2016	0.2348564		
28/11/2016	0.2353117		
29/11/2016	0.2378129		
30/11/2016	0.2355781		
01/12/2016	0.2341602		
02/12/2016	0.2330263		
03/12/2016	0.232106		
04/12/2016	0.2316741		
05/12/2016	0.2309838		
06/12/2016	0.230512		
07/12/2016	0.2304261		
08/12/2016	0.2296263		
09/12/2016	0.2289944		
10/12/2016	0.2283516		
11/12/2016	0.2279386		
12/12/2016	0.2275116		
13/12/2016	0.2276033		
14/12/2016	0.2263607		
15/12/2016	0.2253505		
16/12/2016	0.2255417		
17/12/2016	0.2248065		
18/12/2016	0.2238718		
19/12/2016	0.2231894		
20/12/2016	0.2228107		
21/12/2016	0.2237813		
22/12/2016	0.2232506		
23/12/2016	0.2226089		
24/12/2016	0.2219695		
25/12/2016	0.2212219		
26/12/2016	0.2206632		
27/12/2016	0.2196436		
28/12/2016	0.2191328		
29/12/2016	0.2187684		
30/12/2016	0.2174453		
31/12/2016	0.2169583		
01/01/2017	0.216033		
02/01/2017	0.2150051		
03/01/2017	0.2140591		
04/01/2017	0.2159599		
05/01/2017	0.2160629		
06/01/2017	0.2216216		
07/01/2017	0.2209995		
08/01/2017	0.220897		
09/01/2017	0.2212415		
10/01/2017	0.2203695		
11/01/2017	0.2200249		
12/01/2017	0.2191939		
13/01/2017	0.2183086		
14/01/2017	0.217712		
15/01/2017	0.2165933		
16/01/2017	0.2272008		
17/01/2017	0.2320781		
18/01/2017	0.2514925		
19/01/2017	0.2661063		
20/01/2017	0.2688285		
21/01/2017	0.2690631		
22/01/2017	0.2695881		
23/01/2017	0.2694175		
24/01/2017	0.2716671		
25/01/2017	0.2724232		
26/01/2017	0.2729973		
27/01/2017	0.2714977		
28/01/2017	0.2699634		
29/01/2017	0.2685743		
30/01/2017	0.267754		
31/01/2017	0.2662771		
01/02/2017	0.264807		
02/02/2017	0.2634101		
03/02/2017	0.2624227		
04/02/2017	0.2613786		
05/02/2017	0.2599965		
06/02/2017	0.2629011		
07/02/2017	0.2621605		
08/02/2017	0.2629511		
09/02/2017	0.2616507		
10/02/2017	0.2644328		
11/02/2017	0.2639051		
12/02/2017	0.2627085		
13/02/2017	0.2630659		
14/02/2017	0.263094		
15/02/2017	0.2609933		
16/02/2017	0.2590548		
17/02/2017	0.2575994		
18/02/2017	0.2563868		
19/02/2017	0.256809		
20/02/2017	0.2547814		
21/02/2017	0.2528364		
22/02/2017	0.2509289		
23/02/2017	0.2491373		
24/02/2017	0.247597		
25/02/2017	0.2476445		
26/02/2017	0.2494628		
27/02/2017	0.2497718		
28/02/2017	0.2485745		
01/03/2017	0.2471527		
02/03/2017	0.2452761		
03/03/2017	0.243093		
04/03/2017	0.2412911		
05/03/2017	0.2397111		
06/03/2017	0.2387553		
07/03/2017	0.2407435		
08/03/2017	0.246487		
09/03/2017	0.2450232		
10/03/2017	0.2417658		
11/03/2017	0.2386183		
12/03/2017	0.2358009		
13/03/2017	0.2333735		
14/03/2017	0.2309982		
15/03/2017	0.2288408		
16/03/2017	0.2268174		
17/03/2017	0.2239934		
18/03/2017	0.2207166		
19/03/2017	0.2181285		
20/03/2017	0.2160021		
21/03/2017	0.2143617		
22/03/2017	0.2124579		
23/03/2017	0.2100948		
24/03/2017	0.2080138		
25/03/2017	0.2061438		
26/03/2017	0.2040801		
27/03/2017	0.202956		
28/03/2017	0.2016315		
29/03/2017	0.1994977		
30/03/2017	0.1971693		
31/03/2017	0.1947939		
01/04/2017	0.1944627		
02/04/2017	0.1941897		
03/04/2017	0.1991612		
04/04/2017	0.2017946		
05/04/2017	0.2077331		
06/04/2017	0.2078213		
07/04/2017	0.2078861		
08/04/2017	0.2066685		
09/04/2017	0.2050631		
10/04/2017	0.2330165		
11/04/2017	0.2335343		
12/04/2017	0.2324782		
13/04/2017	0.232132		
14/04/2017	0.2315052		
15/04/2017	0.2333504		
16/04/2017	0.2324436		
17/04/2017	0.2432281		
18/04/2017	0.2437043		
19/04/2017	0.2461715		
20/04/2017	0.2480702		
21/04/2017	0.2484024		
22/04/2017	0.2479827		
23/04/2017	0.2474104		
24/04/2017	0.2461417		
25/04/2017	0.2445833		
26/04/2017	0.2421109		
27/04/2017	0.2412201		
28/04/2017	0.2405374		
29/04/2017	0.2409428		
30/04/2017	0.2424379		
01/05/2017	0.242037		
02/05/2017	0.2407131		
03/05/2017	0.239928		
04/05/2017	0.2388629		
05/05/2017	0.2375366		
06/05/2017	0.2369493		
07/05/2017	0.2384441		
08/05/2017	0.2393074		
09/05/2017	0.2509499		
10/05/2017	0.2523023		
11/05/2017	0.2535096		
12/05/2017	0.2543656		
13/05/2017	0.2517934		
14/05/2017	0.2485964		
15/05/2017	0.2450815		
16/05/2017	0.243009		
17/05/2017	0.2408292		
18/05/2017	0.2374582		
19/05/2017	0.2341075		
20/05/2017	0.2307969		
21/05/2017	0.2339976		
22/05/2017	0.2321331		
23/05/2017	0.2288224		
24/05/2017	0.226176		
25/05/2017	0.2259895		
26/05/2017	0.2263772		
27/05/2017	0.2235855		
28/05/2017	0.2203321		
29/05/2017	0.2170444		
30/05/2017	0.2141998		
31/05/2017	0.2110205		
01/06/2017	0.2079455		
02/06/2017	0.2136969		
03/06/2017	0.2200356		
04/06/2017	0.2272993		
05/06/2017	0.2353508		
06/06/2017	0.2433016		
07/06/2017	0.2500422		
08/06/2017	0.2565681		
09/06/2017	0.2609255		
10/06/2017	0.2649089		
11/06/2017	0.2699506		
12/06/2017	0.2761708		
13/06/2017	0.2835415		
14/06/2017	0.2913652		
15/06/2017	0.2960972		
16/06/2017	0.3019044		
17/06/2017	0.3066565		
18/06/2017	0.3022815		
19/06/2017	0.298524		
20/06/2017	0.2964857		
21/06/2017	0.2935583		
22/06/2017	0.2885759		
23/06/2017	0.2859685		
24/06/2017	0.2870602		
25/06/2017	0.287208		
26/06/2017	0.288428		
27/06/2017	0.2919137		
28/06/2017	0.2963342		
29/06/2017	0.300007		
30/06/2017	0.303089		
01/07/2017	0.3100954		
02/07/2017	0.3175423		
03/07/2017	0.325332		
04/07/2017	0.3306397		
05/07/2017	0.3333663		
06/07/2017	0.3340919		
07/07/2017	0.3359065		
08/07/2017	0.3379041		
09/07/2017	0.3387918		
10/07/2017	0.3389313		
11/07/2017	0.3378125		
12/07/2017	0.3351995		
13/07/2017	0.3344086		
14/07/2017	0.3328857		
15/07/2017	0.3389353		
16/07/2017	0.3399159		
17/07/2017	0.3384451		
18/07/2017	0.3397125		
19/07/2017	0.3402089		
20/07/2017	0.3448861		
21/07/2017	0.3467211		
22/07/2017	0.3464222		
23/07/2017	0.3460512		
24/07/2017	0.3440652		
25/07/2017	0.3386448		
26/07/2017	0.3366624		
27/07/2017	0.3373888		
28/07/2017	0.3366492		
29/07/2017	0.3378818		
30/07/2017	0.3382003		
31/07/2017	0.3389454		
01/08/2017	0.339394		
02/08/2017	0.3368585		
03/08/2017	0.332413		
04/08/2017	0.3298175		
05/08/2017	0.3284388		
06/08/2017	0.3166519		
07/08/2017	0.3086728		
08/08/2017	0.3010867		
09/08/2017	0.2951989		
10/08/2017	0.2873368		
11/08/2017	0.2795802		
12/08/2017	0.2695457		
13/08/2017	0.2650464		
14/08/2017	0.2588267		
15/08/2017	0.2540703		
16/08/2017	0.2478415		
17/08/2017	0.2417081		
18/08/2017	0.2360521		
19/08/2017	0.2316703		
20/08/2017	0.2279437		
21/08/2017	0.2242553		
22/08/2017	0.2198595		
23/08/2017	0.2160392		
24/08/2017	0.2135027		
25/08/2017	0.2100713		
26/08/2017	0.2069077		
27/08/2017	0.2040145		
28/08/2017	0.2004463		
29/08/2017	0.1979485		
30/08/2017	0.1969717		
31/08/2017	0.1961796		
01/09/2017	0.1954166		
02/09/2017	0.195608		
03/09/2017	0.19989		
04/09/2017	0.2000605		
05/09/2017	0.1998071		
06/09/2017	0.1981417		
07/09/2017	0.1966886		
08/09/2017	0.1970411		
09/09/2017	0.2183184		
10/09/2017	0.215268		
11/09/2017	0.2154032		
12/09/2017	0.2248154		
13/09/2017	0.2208407		
14/09/2017	0.2182102		
15/09/2017	0.2156223		
16/09/2017	0.213834		
17/09/2017	0.2118578		
18/09/2017	0.2099278		
19/09/2017	0.2088163		
20/09/2017	0.2078471		
21/09/2017	0.2063868		
22/09/2017	0.2047433		
23/09/2017	0.2020817		
24/09/2017	0.199615		
25/09/2017	0.1987635		
26/09/2017	0.2000528		
27/09/2017	0.1983741		
28/09/2017	0.1970294		
29/09/2017	0.1970898		
30/09/2017	0.1973788		
01/10/2017	0.1966829		
02/10/2017	0.1948915		
03/10/2017	0.1935637		
04/10/2017	0.1921199		
05/10/2017	0.1909801		
06/10/2017	0.1894841		
07/10/2017	0.1923533		
08/10/2017	0.1909277		
09/10/2017	0.1893743		
10/10/2017	0.1884307		
11/10/2017	0.1877674		
12/10/2017	0.1870861		
13/10/2017	0.1863401		
14/10/2017	0.1857761		
15/10/2017	0.1853856		
16/10/2017	0.1849681		
17/10/2017	0.1845539		
18/10/2017	0.1847415		
19/10/2017	0.1844941		
20/10/2017	0.1840209		
21/10/2017	0.1829224		
22/10/2017	0.1818473		
23/10/2017	0.1814248		
24/10/2017	0.1829628		
25/10/2017	0.1816043		
26/10/2017	0.1802634		
27/10/2017	0.1786283		
28/10/2017	0.1774075		
29/10/2017	0.1762723		
30/10/2017	0.1751018		
31/10/2017	0.1738109		
01/11/2017	0.1727159		
02/11/2017	0.1719302		
03/11/2017	0.1708898		
04/11/2017	0.1701532		
05/11/2017	0.1697239		
06/11/2017	0.1759506		
07/11/2017	0.1770718		
08/11/2017	0.1772489		
09/11/2017	0.1767405		
10/11/2017	0.1764592		
11/11/2017	0.1762616		
12/11/2017	0.1761751		
13/11/2017	0.1759309		
14/11/2017	0.1766083		
15/11/2017	0.1829024		
16/11/2017	0.2037864		
17/11/2017	0.2098657		
18/11/2017	0.2094707		
19/11/2017	0.2090514		
20/11/2017	0.2089131		
21/11/2017	0.2077956		
22/11/2017	0.2068287		
23/11/2017	0.2061317		
24/11/2017	0.2056566		
25/11/2017	0.2051667		
26/11/2017	0.204315		
27/11/2017	0.2035347		
28/11/2017	0.2029091		
29/11/2017	0.2019141		
30/11/2017	0.2030542		
01/12/2017	0.2025347		
02/12/2017	0.2029051		
03/12/2017	0.2038402		
04/12/2017	0.2034904		
05/12/2017	0.2029827		
06/12/2017	0.202188		
07/12/2017	0.2014536		
08/12/2017	0.2007879		
09/12/2017	0.2001032		
10/12/2017	0.2028811		
11/12/2017	0.2022332		
12/12/2017	0.2015455		
13/12/2017	0.2005362		
14/12/2017	0.2002993		
15/12/2017	0.1995415		
16/12/2017	0.1988078		
17/12/2017	0.1983363		
18/12/2017	0.1983897		
19/12/2017	0.1987289		
20/12/2017	0.1983758		
21/12/2017	0.1981944		
22/12/2017	0.1977139		
23/12/2017	0.1972453		
24/12/2017	0.1967245		
25/12/2017	0.1962796		
26/12/2017	0.1959159		
27/12/2017	0.1954819		
28/12/2017	0.196798		
29/12/2017	0.1968742		
30/12/2017	0.1970534		
31/12/2017	0.1965583		
01/01/2018	0.1961061		
02/01/2018	0.1965732		
03/01/2018	0.1988419		
04/01/2018	0.1983142		
05/01/2018	0.1974997		
06/01/2018	0.197032		
07/01/2018	0.1967978		
08/01/2018	0.1964242		
09/01/2018	0.1960018		
10/01/2018	0.2032124		
11/01/2018	0.2046126		
12/01/2018	0.2048012		
13/01/2018	0.2059068		
14/01/2018	0.2052847		
15/01/2018	0.2051665		
16/01/2018	0.20498		
17/01/2018	0.2061041		
18/01/2018	0.2080923		
19/01/2018	0.2065994		
20/01/2018	0.207326		
21/01/2018	0.207456		
22/01/2018	0.2067443		
23/01/2018	0.2062005		
24/01/2018	0.205725		
25/01/2018	0.2048151		
26/01/2018	0.2038459		
27/01/2018	0.2031012		
28/01/2018	0.2028128		
29/01/2018	0.2023608		
30/01/2018	0.2018733		
31/01/2018	0.2014282		
01/02/2018	0.2006622		
02/02/2018	0.1998615		
03/02/2018	0.2031013		
04/02/2018	0.2031483		
05/02/2018	0.2023951		
06/02/2018	0.2049341		
07/02/2018	0.2115662		
08/02/2018	0.2123895		
09/02/2018	0.2114783		
10/02/2018	0.2109398		
11/02/2018	0.2102901		
12/02/2018	0.2095559		
13/02/2018	0.2087276		
14/02/2018	0.2083331		
15/02/2018	0.2086021		
16/02/2018	0.2075731		
17/02/2018	0.2063317		
18/02/2018	0.2053542		
19/02/2018	0.2065965		
20/02/2018	0.2065586		
21/02/2018	0.2114537		
22/02/2018	0.2122677		
23/02/2018	0.2124843		
24/02/2018	0.2124624		
25/02/2018	0.2144871		
26/02/2018	0.2138683		
27/02/2018	0.2135586		
28/02/2018	0.2135648		
01/03/2018	0.2136736		
02/03/2018	0.2140339		
03/03/2018	0.2124615		
04/03/2018	0.2189886		
05/03/2018	0.2242361		
06/03/2018	0.2280208		
07/03/2018	0.2271099		
08/03/2018	0.2262408		
09/03/2018	0.2239754		
10/03/2018	0.2219165		
11/03/2018	0.2200109		
12/03/2018	0.2180641		
13/03/2018	0.2169495		
14/03/2018	0.2145572		
15/03/2018	0.2128901		
16/03/2018	0.2113432		
17/03/2018	0.2107068		
18/03/2018	0.2092174		
19/03/2018	0.2085713		
20/03/2018	0.2070853		
21/03/2018	0.2192177		
22/03/2018	0.2262018		
23/03/2018	0.2286285		
24/03/2018	0.2281712		
25/03/2018	0.2268035		
26/03/2018	0.235799		
27/03/2018	0.2341821		
28/03/2018	0.231391		
29/03/2018	0.2281093		
30/03/2018	0.224812		
31/03/2018	0.2229377		
01/04/2018	0.2236492		
02/04/2018	0.2256321		
03/04/2018	0.2232301		
04/04/2018	0.2212486		
05/04/2018	0.2207353		
06/04/2018	0.2203533		
07/04/2018	0.2188542		
08/04/2018	0.217065		
09/04/2018	0.2160619		
10/04/2018	0.2150532		
11/04/2018	0.2130902		
12/04/2018	0.2124628		
13/04/2018	0.2113124		
14/04/2018	0.2098997		
15/04/2018	0.2097808		
16/04/2018	0.2099929		
17/04/2018	0.2119419		
18/04/2018	0.2146309		
19/04/2018	0.2159073		
20/04/2018	0.2158928		
21/04/2018	0.2154598		
22/04/2018	0.215597		
23/04/2018	0.2158754		
24/04/2018	0.2147358		
25/04/2018	0.2131561		
26/04/2018	0.2103612		
27/04/2018	0.2085545		
28/04/2018	0.2089135		
29/04/2018	0.2094888		
30/04/2018	0.2090251		
01/05/2018	0.2089289		
02/05/2018	0.2087819		
03/05/2018	0.219096		
04/05/2018	0.2224017		
05/05/2018	0.2245803		
06/05/2018	0.2266963		
07/05/2018	0.2283631		
08/05/2018	0.2290151		
09/05/2018	0.2316381		
10/05/2018	0.2435466		
11/05/2018	0.245574		
12/05/2018	0.2465376		
13/05/2018	0.2460276		
14/05/2018	0.2428195		
15/05/2018	0.2401938		
16/05/2018	0.2401564		
17/05/2018	0.2376425		
18/05/2018	0.2350422		
19/05/2018	0.2327149		
20/05/2018	0.2295442		
21/05/2018	0.2264643		
22/05/2018	0.2240981		
23/05/2018	0.2388442		
24/05/2018	0.2372757		
25/05/2018	0.2343255		
26/05/2018	0.2389089		
27/05/2018	0.2354892		
28/05/2018	0.2326863		
29/05/2018	0.229904		
30/05/2018	0.2270672		
31/05/2018	0.2241458		
01/06/2018	0.2230257		
02/06/2018	0.2279319		
03/06/2018	0.2333797		
04/06/2018	0.2400985		
05/06/2018	0.2482974		
06/06/2018	0.2571957		
07/06/2018	0.2858358		
08/06/2018	0.2917847		
09/06/2018	0.3011737		
10/06/2018	0.3048491		
11/06/2018	0.3069275		
12/06/2018	0.3105149		
13/06/2018	0.314632		
14/06/2018	0.320387		
15/06/2018	0.3388749		
16/06/2018	0.3370304		
17/06/2018	0.334568		
18/06/2018	0.3275754		
19/06/2018	0.323566		
20/06/2018	0.3194259		
21/06/2018	0.3161821		
22/06/2018	0.3121639		
23/06/2018	0.3138428		
24/06/2018	0.3113953		
25/06/2018	0.3096347		
26/06/2018	0.3167234		
27/06/2018	0.3194473		
28/06/2018	0.3236565		
29/06/2018	0.3243379		
30/06/2018	0.3259489		
01/07/2018	0.3279047		
02/07/2018	0.3300739		
03/07/2018	0.3328155		
04/07/2018	0.3370031		
05/07/2018	0.3403261		
06/07/2018	0.3393746		
07/07/2018	0.3414673		
08/07/2018	0.342224		
09/07/2018	0.3431422		
10/07/2018	0.3449923		
11/07/2018	0.344886		
12/07/2018	0.3426738		
13/07/2018	0.3426819		
14/07/2018	0.3405253		
15/07/2018	0.3398056		
16/07/2018	0.3410313		
17/07/2018	0.3475671		
18/07/2018	0.3504873		
19/07/2018	0.3454872		
20/07/2018	0.3488583		
21/07/2018	0.346738		
22/07/2018	0.3456217		
23/07/2018	0.3471182		
24/07/2018	0.3539644		
25/07/2018	0.3459748		
26/07/2018	0.3393002		
27/07/2018	0.3378008		
28/07/2018	0.3388656		
29/07/2018	0.3391061		
30/07/2018	0.3381235		
31/07/2018	0.3434531		
01/08/2018	0.3417207		
02/08/2018	0.3391715		
03/08/2018	0.3358453		
04/08/2018	0.3376271		
05/08/2018	0.3383785		
06/08/2018	0.3273333		
07/08/2018	0.3197328		
08/08/2018	0.312566		
09/08/2018	0.3057821		
10/08/2018	0.3002368		
11/08/2018	0.2951296		
12/08/2018	0.2885745		
13/08/2018	0.2827446		
14/08/2018	0.2756757		
15/08/2018	0.2801612		
16/08/2018	0.2924266		
17/08/2018	0.2896017		
18/08/2018	0.2887575		
19/08/2018	0.2944947		
20/08/2018	0.2894857		
21/08/2018	0.2906683		
22/08/2018	0.2906774		
23/08/2018	0.2869881		
24/08/2018	0.2828915		
25/08/2018	0.2810115		
26/08/2018	0.2754805		
27/08/2018	0.27122		
28/08/2018	0.2665292		
29/08/2018	0.2617728		
30/08/2018	0.2579928		
31/08/2018	0.2550468		
01/09/2018	0.2524275		
02/09/2018	0.2493655		
03/09/2018	0.2472886		
04/09/2018	0.2446321		
05/09/2018	0.242083		
06/09/2018	0.2385349		
07/09/2018	0.2350088		
08/09/2018	0.238332		
09/09/2018	0.2362731		
10/09/2018	0.2334525		
11/09/2018	0.2309311		
12/09/2018	0.2307928		
13/09/2018	0.2284555		
14/09/2018	0.2263977		
15/09/2018	0.2239806		
16/09/2018	0.22204		
17/09/2018	0.2209526		
18/09/2018	0.2195467		
19/09/2018	0.2190677		
20/09/2018	0.2324457		
21/09/2018	0.2355865		
22/09/2018	0.2329209		
23/09/2018	0.2316335		
24/09/2018	0.2273617		
25/09/2018	0.2245612		
26/09/2018	0.2195517		
27/09/2018	0.2153792		
28/09/2018	0.2118959		
29/09/2018	0.2083869		
30/09/2018	0.2048813		
01/10/2018	0.2019989		
02/10/2018	0.2015139		
03/10/2018	0.2001845		
04/10/2018	0.2019502		
05/10/2018	0.2075505		
06/10/2018	0.2090584		
07/10/2018	0.2085181		
08/10/2018	0.2176375		
09/10/2018	0.2182209		
10/10/2018	0.2170827		
11/10/2018	0.2152683		
12/10/2018	0.2132494		
13/10/2018	0.2112972		
14/10/2018	0.2096558		
15/10/2018	0.2086526		
16/10/2018	0.2076967		
17/10/2018	0.2078493		
18/10/2018	0.2079823		
19/10/2018	0.2065109		
20/10/2018	0.2049997		
21/10/2018	0.2034189		
22/10/2018	0.2300677		
23/10/2018	0.262471		
24/10/2018	0.2598826		
25/10/2018	0.2560218		
26/10/2018	0.2526353		
27/10/2018	0.2495022		
28/10/2018	0.2467386		
29/10/2018	0.2513738		
30/10/2018	0.2652394		
31/10/2018	0.2630535		
01/11/2018	0.2628979		
02/11/2018	0.263541		
03/11/2018	0.2649832		
04/11/2018	0.2645886		
05/11/2018	0.267232		
06/11/2018	0.2688484		
07/11/2018	0.2683957		
08/11/2018	0.2674481		
09/11/2018	0.2662958		
10/11/2018	0.2651717		
11/11/2018	0.2643481		
12/11/2018	0.2634617		
13/11/2018	0.2627179		
14/11/2018	0.2617079		
15/11/2018	0.2608406		
16/11/2018	0.2594149		
17/11/2018	0.26109		
18/11/2018	0.2655195		
19/11/2018	0.2648138		
20/11/2018	0.2827975		
21/11/2018	0.2881646		
22/11/2018	0.2867917		
23/11/2018	0.2854404		
24/11/2018	0.2842179		
25/11/2018	0.2851923		
26/11/2018	0.2877259		
27/11/2018	0.3066797		
28/11/2018	0.3104208		
29/11/2018	0.306886		
30/11/2018	0.3035422		
01/12/2018	0.3007481		
02/12/2018	0.302081		
03/12/2018	0.2998202		
04/12/2018	0.2982925		
05/12/2018	0.2968178		
06/12/2018	0.2942747		
07/12/2018	0.2922946		
08/12/2018	0.290381		
09/12/2018	0.2900923		
10/12/2018	0.2871936		
11/12/2018	0.2984619		
12/12/2018	0.2959357		
13/12/2018	0.2937109		
14/12/2018	0.2939144		
15/12/2018	0.2936397		
16/12/2018	0.2918406		
17/12/2018	0.2945039		
18/12/2018	0.301282		
19/12/2018	0.2979369		
20/12/2018	0.2954159		
21/12/2018	0.2944303		
22/12/2018	0.2924325		
23/12/2018	0.2902263		
24/12/2018	0.2882574		
25/12/2018	0.2858644		
26/12/2018	0.2829598		
27/12/2018	0.2810324		
28/12/2018	0.2794031		
29/12/2018	0.2778582		
30/12/2018	0.2767839		
31/12/2018	0.2823656		
01/01/2019	0.2802938		
02/01/2019	0.2782702		
03/01/2019	0.2818639		
04/01/2019	0.2791359		
05/01/2019	0.2786633		
06/01/2019	0.2817		
07/01/2019	0.2834578		
08/01/2019	0.2821972		
09/01/2019	0.2820729		
10/01/2019	0.2832924		
11/01/2019	0.2822489		
12/01/2019	0.2807869		
13/01/2019	0.2786025		
14/01/2019	0.2773194		
15/01/2019	0.2846334		
16/01/2019	0.2818303		
17/01/2019	0.2795606		
18/01/2019	0.2779898		
19/01/2019	0.2764864		
20/01/2019	0.2767042		
21/01/2019	0.2756579		
22/01/2019	0.2757605		
23/01/2019	0.2746554		
24/01/2019	0.2732418		
25/01/2019	0.2909046		
26/01/2019	0.2908406		
27/01/2019	0.288373		
28/01/2019	0.2904826		
29/01/2019	0.2881161		
30/01/2019	0.2867521		
31/01/2019	0.2855737		
01/02/2019	0.2828662		
02/02/2019	0.2802475		
03/02/2019	0.2791571		
04/02/2019	0.2783036		
05/02/2019	0.2872043		
06/02/2019	0.2848535		
07/02/2019	0.2825387		
08/02/2019	0.2805858		
09/02/2019	0.2788612		
10/02/2019	0.2767017		
11/02/2019	0.2741618		
12/02/2019	0.2842399		
13/02/2019	0.2794368		
14/02/2019	0.2756003		
15/02/2019	0.273309		
16/02/2019	0.2717037		
17/02/2019	0.2692468		
18/02/2019	0.2663468		
19/02/2019	0.2638573		
20/02/2019	0.261885		
21/02/2019	0.2606042		
22/02/2019	0.2591886		
23/02/2019	0.257829		
24/02/2019	0.2551339		
25/02/2019	0.2522789		
26/02/2019	0.2505023		
27/02/2019	0.2469575		
28/02/2019	0.2441304		
01/03/2019	0.2427737		
02/03/2019	0.2412312		
03/03/2019	0.2402555		
04/03/2019	0.2380797		
05/03/2019	0.2345864		
06/03/2019	0.2318387		
07/03/2019	0.2293947		
08/03/2019	0.2262054		
09/03/2019	0.2240069		
10/03/2019	0.221378		
11/03/2019	0.2192269		
12/03/2019	0.2286625		
13/03/2019	0.2277904		
14/03/2019	0.2301169		
15/03/2019	0.2316183		
16/03/2019	0.2287712		
17/03/2019	0.2263083		
18/03/2019	0.2240436		
19/03/2019	0.2221606		
20/03/2019	0.2234755		
21/03/2019	0.2233154		
22/03/2019	0.2209552		
23/03/2019	0.2184954		
24/03/2019	0.2150421		
25/03/2019	0.2117683		
26/03/2019	0.2086349		
27/03/2019	0.2097893		
28/03/2019	0.21302		
29/03/2019	0.2108989		
30/03/2019	0.2080607		
31/03/2019	0.2054542		
01/04/2019	0.2042076		
02/04/2019	0.2027487		
03/04/2019	0.2017498		
04/04/2019	0.2010034		
05/04/2019	0.2024506		
06/04/2019	0.2021018		
07/04/2019	0.2029011		
